Comment,Emotion,processed_comment,labeled_taget
i feel despised and i dont deserve that,anger,feel despise not deserve,0
i feeling dangerous at wimbledon width,anger,feel dangerous wimbledon width,0
i feel weird about my self this doesn t feel like me,fear,feel weird self doesn t feel like,1
im feeling doodly playful artistic hungry puzzled trendy stellar and wonderful,joy,m feel doodly playful artistic hungry puzzle trendy stellar wonderful,2
i do not know that he simple feelings i am startled by startled though he did not understand the words but i was feeling his words there are overtones green ink why suddenly say,fear,know simple feeling startle startled understand word feel word overtone green ink suddenly,1
i feel relaxed and comfortable,joy,feel relaxed comfortable,2
im not always able capture the essence of the way i see the world in writing i feel that my weird way of thinking has been generally consistent throughout my short years,fear,m able capture essence way world writing feel weird way thinking generally consistent short year,1
i started feeling like i was being paranoid since it kept happening,fear,start feel like paranoid keep happen,1
i could understand if a survivor reading this might at first feel offended by my talking about abstract forms of rape,anger,understand survivor read feel offend talk abstract form rape,0
i always feel intimidated by other people especially when they always compare me to other people ever since i was young,fear,feel intimidate people especially compare people young,1
i cannot describe to you the feeling of frantic alarm that overtook me,fear,describe feeling frantic alarm overtook,1
when i almost walked on a snake,fear,walk snake,1
i feel like my dream is so selfish,anger,feel like dream selfish,0
i know how old people feel when they have greedy family members who are trying to take their stuff before they even pass on,anger,know old people feel greedy family member try stuff pass,0
im done with putting up with this constant bullying because that is what it is when you feel threatened and constantly on the defensive and i am tired of constantly defending myself to others,fear,m put constant bullying feel threatened constantly defensive tired constantly defend,1
i feel disrespected and insulted,anger,feel disrespect insult,0
i pictured a twin set of copper pipes running through me somewhere and while i was cool when i contemplated the one that flowed outward it made me feel weird to think about the other one,fear,picture twin set copper pipe run cool contemplate flow outward feel weird think,1
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger,like buck system climb soapbox feel wrong wrong comfortable society accept certain behavior moral truth,0
im feeling happy and well,joy,m feel happy,2
i feel stressed my intention is to remain in control of my feelings,anger,feel stress intention remain control feeling,0
i guess being the good friend that he is he can not and will not allow me to go on with life feeling so distressed and confused,fear,guess good friend allow life feel distressed confused,1
i remember feeling uncertain about what to say well erm we are trying and my period is due this week so erm,fear,remember feel uncertain erm try period week erm,1
i have a reminder of the joy and peace i feel in his arms i am tortured,anger,reminder joy peace feel arm torture,0
i feel like i only get mad if i think someones doing something thats really unjust,anger,feel like mad think someone s unjust,0
ive had my ass handed to me by murt and im starting to feel fucked but just a little,anger,ve ass hand murt m start feel fuck little,0
i attempt to convince others of what they should think and how they truly feel i become a title resentful href http en,anger,attempt convince think truly feel title resentful href http en,0
im feeling much more optimistic than i was just before coming here or en route here,joy,m feel optimistic come en route,2
i feel that gulam ali is even more talented than many other classical singers,joy,feel gulam ali talented classical singer,2
i was playing with friends then i decided to splash some sand into a car which was moving nearby the driver got angry and came to report to my parents,fear,play friend decide splash sand car move nearby driver get angry come report parent,1
i feel a little bit anxious about it,fear,feel little bit anxious,1
im feeling bitchy and unappreciated today,anger,m feel bitchy unappreciated today,0
i currently feel like crap but have to at least show my face at work lest they get suspicious at my ringing in sick the day after my holidays,fear,currently feel like crap face work lest suspicious ringing sick day holiday,1
im feeling ok and always has a hand on me or sits very close,joy,m feel ok hand sit close,2
i love being comfy that is my main goal when i look for new clothes i cannot stand feeling uncomfortable in something,fear,love comfy main goal look new clothe stand feel uncomfortable,1
i have a feeling she is going to be an amazing artist like her daddy and uncles,joy,feeling go amazing artist like daddy uncle,2
i loved how all his pack mates bonded with her the touchy feely way they were with each other was sweet,joy,love pack mate bond touchy feely way sweet,2
i know i dont live in new york anymore but i feel so outraged that this could happen in my city,anger,know not live new york anymore feel outraged happen city,0
i didn t sleep well the night before and am not feeling half as brave as i was yesterday,joy,didn t sleep night feel half brave yesterday,2
i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,fear,stymie little bit write feel unsure story unintende,1
during the weekend at home,anger,weekend home,0
i can feel the gap it feels like rich people status and poor people status,joy,feel gap feel like rich people status poor people status,2
i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit,anger,idea particular region lack visibly necessary outer carniola feel actually somewhat bother possible evidence lack suburban spirit,0
i feel so honoured and luckily for me i get to post cards,joy,feel honoured luckily post card,2
i start to feel annoyed about the whole thing and end up ordering pizza,anger,start feel annoyed thing end order pizza,0
i am feeling amazing mostly normal i am going to a pre thanksgiving celebration with our friends from that time we were in softball,joy,feel amazing normal go pre thanksgiving celebration friend time softball,2
i dont really connect with the main character or anything in fact i feel like he is almost too innocent to be me,joy,not connect main character fact feel like innocent,2
i start to feel agitated lacking in patience and just down right cranky,anger,start feel agitated lack patience right cranky,0
im feeling every bit the spiteful vindictive bitch i can be at times,anger,m feel bit spiteful vindictive bitch time,0
i cant help feeling mad at this man,anger,not help feel mad man,0
im feeling wimpy and whiny and generally tired,fear,m feel wimpy whiny generally tired,1
i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,fear,think browser comfortable booth attention focus don t feel pressured purchase,1
i feel helpless,fear,feel helpless,1
i feel tortured and tragic enough as it is without having any importance or sparkle,anger,feel tortured tragic have importance sparkle,0
im feeling hopelessly restless,fear,m feel hopelessly restless,1
i remind myself or am reminded of my passions and opinions i just feel incredibly agitated and frustrated there is this ball of energy with no channel to travel,fear,remind remind passion opinion feel incredibly agitated frustrate ball energy channel travel,1
i feel so cranky and disconnected,anger,feel cranky disconnected,0
i feel he is sincere and repentant for his past opposition to civil rights,joy,feel sincere repentant past opposition civil right,2
i think of how many years i spent feeling furious at my dramatic perspective of the world and my extremely sensitive nature,anger,think year spend feel furious dramatic perspective world extremely sensitive nature,0
ive been feeling jealous lately of bloggers going off to author readings and book si,anger,ve feel jealous lately blogger go author reading book si,0
i feel like such a confused person lately sigh,fear,feel like confused person lately sigh,1
i feel a bit shaky at night lately i ve awoken with this,fear,feel bit shaky night lately ve awake,1
i fought i could feel myself trusting this man who was so patient and had a cool confidence more and more,joy,fight feel trust man patient cool confidence,2
i look at him and say nicely and friendly well im sorry you feel that way i do apologize to you this angered him more and he stormed out saying i dont need this shit not a good night overall but im off till friday thankfully,anger,look nicely friendly m sorry feel way apologize anger storm say not need shit good night overall m till friday thankfully,0
i feel absolutely fantastic and i hope baby does too,joy,feel absolutely fantastic hope baby,2
i feel i cant talk move sometimes even breath with the fear of some kind of rude hateful comment,anger,feel not talk breath fear kind rude hateful comment,0
i feel is doubtful but then again i could be wrong,fear,feel doubtful wrong,1
i always dread that part of the meeting although dont think i didnt shoot my hand up into the air feeling all superior week when i lost,joy,dread meeting not think not shoot hand air feel superior week lose,2
i woke up the morning of our hike feeling jubilant,joy,wake morning hike feel jubilant,2
i feel tortured and sickened exactly the way i felt the last day of lances leave,fear,feel torture sicken exactly way feel day lance leave,1
i feel shaky dizzy and my stomach starts to hurt if i miss a meal,fear,feel shaky dizzy stomach start hurt miss meal,1
i didnt feel that way with this we got to be with everyone on the dangerous path to freedom,anger,not feel way get dangerous path freedom,0
i remember sitting in my family room in dallas watching the story unfold in new york so many years ago and feeling so helpless,fear,remember sit family room dallas watch story unfold new york year ago feel helpless,1
i was feeling pretty triumphant i had held a little conversation with the cashier and she didn t realize i was deaf,joy,feel pretty triumphant hold little conversation cashier didn t realize deaf,2
i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,joy,insane like feel valuable b c not work not housewife,2
i was still feelin kind of irritable and funky from the day before but so it goes,anger,feelin kind irritable funky day go,0
going to take my driving test,fear,go driving test,1
i don t care what sort of bs lifestyle you think you live everyone wants to fit in and feel accepted,joy,don t care sort bs lifestyle think live want fit feel accepted,2
i feel genuinely wronged,anger,feel genuinely wrong,0
i love comments so feel free to post one,joy,love comment feel free post,2
i feel like i am getting fucked,anger,feel like getting fuck,0
i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,anger,start secondary school age night cry lose sleep thought school day not usual feeling oh not bother school,0
i am is cornish and i feel so insulted and hurt to know that people my own age dont see what i see dont understand how much cornwall is important to their lives,anger,cornish feel insulted hurt know people age not not understand cornwall important life,0
i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now,anger,not help feel not selfish shelter feel way,0
im really feeling skeptical about clinique products,fear,m feel skeptical clinique product,1
i feel so uptight around my family,fear,feel uptight family,1
ive gone through stages of nervousness and sheer terror but now i am feeling relaxed and excited,joy,ve go stage nervousness sheer terror feel relaxed excite,2
i have been so busy i feel like i have free time at home,joy,busy feel like free time home,2
i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,anger,feel like fault couldn t control husband violent behavior believe exist,0
i feel like i would have been confused if i had waited a long time before reading the second book,fear,feel like confuse wait long time read second book,1
i am feeling very pissed now,anger,feel pissed,0
i want her to feel energetic and rested,joy,want feel energetic rest,2
i did not feel frightened just frustrated that i wanted to go back to sleep but felt there were unfinished tasks i needed to attend to there wasn t other than to edit two articles on freud s dream of irma s injection which were near completion and have subsequently been posted on this blog,fear,feel frightened frustrated want sleep feel unfinished task need attend wasn t edit article freud s dream irma s injection near completion subsequently post blog,1
i feel a bit more energized today and less grouchy,anger,feel bit energized today grouchy,0
i feel kind of petty blogging about this,anger,feel kind petty blogge,0
i al feeling rather agitated and i am not totally sure where it is coming from,fear,al feel agitated totally sure come,1
i am so relieved and excited and i feel confident again,joy,relieved excited feel confident,2
i feel agitated about it,anger,feel agitated,0
i began training in january or at least mentally preparing myself to train and can remember specifically feeling apprehensive about the running a spring marathon,fear,begin train january mentally prepare train remember specifically feel apprehensive run spring marathon,1
i feel i ve been wronged luckily i managed to control myself and not complain or talk bad about the friend either online on facebook or offline in person,anger,feel ve wrong luckily manage control complain talk bad friend online facebook offline person,0
im feeling indecisive about what i want to do with the rest of my life,fear,m feel indecisive want rest life,1
i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,joy,feel advise dad child soon teenager s cool pull kid s high school pick smelly jalopy plant come window,2
i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,fear,feel strange ripe old age want goddamn life partner,1
id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,anger,d actually feel hostile ms lot linux brother lately,0
i do for a living and lately more often than not both me and my wife who s also an ubuntu user have been feeling a bit uncertain about linux being the platform where we want to keep working,fear,living lately wife s ubuntu user feel bit uncertain linux platform want work,1
i can assume they are not feeling the cold like i am their water is not frozen they have plenty of feed though they eschew this in favor of foraging and scratch,anger,assume feel cold like water frozen plenty feed eschew favor forage scratch,0
i feel thank you everyone for the amazing thoughts and prayers,joy,feel thank amazing thought prayer,2
i continue to succeed in something and having someone seems unattainable because i feel men will be intimidated or when there is a prolonged moment of silence,fear,continue succeed have unattainable feel man intimidate prolonged moment silence,1
i was going to cry at one point could feel a lump in my throat but managed to stop it as i was more distracted by the thought of getting all my vows right,anger,go cry point feel lump throat manage stop distracted thought get vow right,0
i was feeling pleased with the manuscript reporting the results of my fellowship research annoyed at the ridiculous requirements for for,joy,feel pleased manuscript report result fellowship research annoy ridiculous requirement,2
i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories,anger,draw totally solid neutral bag black brown throw vibrant patent red maybe m feel dangerous metallic clutch s usually adventurous accessory,0
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,fear,actually feel scared exercise feel like ve lose strength condition weight,1
i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,joy,experiment lot experience mention sadly realize woman feel career path go determine partner support child ther co worker etc,2
i feel impatient yet i am not fully sure what i am searching for,anger,feel impatient fully sure search,0
i have this nagging feeling that i fucked everything up on the first try,anger,nagging feeling fuck try,0
i still feel fine but i can tell i am getting weaker,joy,feel fine tell get weak,2
im slow about this but it does feel weird returning to a home without your mum anymore,fear,m slow feel weird return home mum anymore,1
i feel distraught as ever,fear,feel distraught,1
i feel skeptical about it,fear,feel skeptical,1
im feeling easily irritable lately too,anger,m feel easily irritable lately,0
i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend,anger,know mom s look facebook profile feel envious fun have friend carefree state life responsible pick time away weekend,0
i feel privileged to belong to you,joy,feel privileged belong,2
i would feel timid wearing them beacuse id try to not get them dirty etc,fear,feel timid wear beacuse d try dirty etc,1
i try to feel confident about it but when ever our eyes meet i feel strong like in gym we have the exercise machines and i could only do lbs on average and i always wanted to do,joy,try feel confident eye meet feel strong like gym exercise machine lbs average want,2
im sorry i have a really bad cold and im feeling bitchy cos i never got to go out drinking myself stupid with my best friends tonight,anger,m sorry bad cold m feel bitchy cos get drink stupid good friend tonight,0
i feel that the media cannot be resolved effectively,joy,feel medium resolve effectively,2
i do feel very successful right now,joy,feel successful right,2
i feel fearful because i dont know what is going to happen next in the course of me recovering,fear,feel fearful not know go happen course recover,1
i feel very uncomfortable around people with down syndrome,fear,feel uncomfortable people syndrome,1
i was feeling angry and jealous and deceived,anger,feel angry jealous deceive,0
i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,anger,view stuff decide go come feel bitchy list mood feel like ice cream sandwich,0
i feel like everywhere i look a piece of my sweet boy is missing,joy,feel like look piece sweet boy miss,2
i am feeling that bitter sweetness that comes from a deep recess in my soul,anger,feel bitter sweetness come deep recess soul,0
i guarantee that if im dizzy or feeling like im going to vomit for months i am not going to be a very pleasant person,joy,guarantee m dizzy feel like m go vomit month go pleasant person,2
i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills,fear,know let word flow like blog feel pressure make unsure skill,1
i am healing but i am still feeling shaky at times i managed to get myself to finish some work this week,fear,heal feel shaky time manage finish work week,1
i had been feeling slightly distressed and my pride was resisting me just waiting for the next peregrinos to walk past and help me out,fear,feel slightly distressed pride resist wait peregrino walk past help,1
i feel like i am i the only one out there who is as angry as i am about suffering such loss about stupid cancer about unfairness about what is even though nothing about it is right,anger,feel like angry suffer loss stupid cancer unfairness right,0
i remember feeling inspired and thinking that it was a fine example of parenting,joy,remember feel inspire think fine example parenting,2
i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out,anger,apologise advance m feel somewhat angered stress following go come,0
i write when i am feeling happy and childish,joy,write feel happy childish,2
i remember me and my mum crying holding ourselves against a door while he tried to break it down and feeling terrified,fear,remember mum cry hold door try break feel terrified,1
i dont have a yeast infection in the vagina i could be feeling irritated by yeast due to my diet so i should stop eating lots of sugary foods if i can,anger,not yeast infection vagina feel irritated yeast diet stop eat lot sugary food,0
i should just relax for now but it feels so distinctly strange for me,fear,relax feel distinctly strange,1
i saw them that anything was wrong they told me some excuses but i am feeling truly insulted and i am feeling desperate again,anger,see wrong tell excuse feel truly insult feel desperate,0
i got the feeling watching it that only from starting out by making hats for his school friends could one develop such a clever use of resources train tickets doc marten soles barbies and shattered mirrors to name a few,joy,get feeling watch start make hat school friend develop clever use resource train ticket doc marten sol barbie shatter mirror,2
im sore and feeling very unsure of how in the world i will go more miles in weeks,fear,m sore feel unsure world mile week,1
i ended up eating lots of carbs on both days but i didn t feel as pressured to eat a bunch on the last day,fear,end eat lot carb day didn t feel pressure eat bunch day,1
i have finished reading i am feeling so insecure,fear,finish read feel insecure,1
i feel can be really popular in the underground if they get themselves out there and thank god for this i m looking at you toby and tunji,joy,feel popular underground thank god m look toby tunji,2
i feel like i am the only one trying to accomplish everything especially the balance in our extremely distressed world,fear,feel like try accomplish especially balance extremely distressed world,1
i feel xs more indecisive,fear,feel xs indecisive,1
i feel offended by this girl,anger,feel offend girl,0
i was actually starting to feel pretty cranky about the situation and was avoiding a lot of phone calls because i really just didnt want to talk to anyone about being late,anger,actually start feel pretty cranky situation avoid lot phone call not want talk late,0
im finally feeling a little more productive,joy,m finally feel little productive,2
i prayed to trust god with my desire to feel a divine sense of home,joy,pray trust god desire feel divine sense home,2
i have decided that i will not let the feeling demotivate me and here i am with all my enthusiasm and this diwali special recipe,joy,decide let feeling demotivate enthusiasm diwali special recipe,2
i feel i did some thing impolite katanya,anger,feel thing impolite katanya,0
ive always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range,anger,ve hear choose feauture play eye lip tone feauture love rule feel envious selena soo pretty lovely dark hair great eye wear wide colour range,0
im really excited for her birthday but feeling super nostalgic about it,joy,m excited birthday feel super nostalgic,2
i feel like i need to cry these past few days and it relieved me that i could cry that much of tears today haha,joy,feel like need cry past day relieve cry tear today haha,2
i feel a bit uncertain really shes a nice girl and good friend material,fear,feel bit uncertain s nice girl good friend material,1
i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you,fear,feeling startle way start shoulder end room slow flutter mind,1
i am not feeling too super,joy,feel super,2
i am beginning to feel that theres a good chance i might pass,joy,begin feel s good chance pass,2
i ask about his wife annulment case he feels so irritated and kept on telling me it is on the process,anger,ask wife annulment case feel irritated keep tell process,0
i feel pretty eager to get it done as i have a fun plan for quilting it,joy,feel pretty eager fun plan quilt,2
i had thought but i feel scared and somewhat trepidatious nervous and sad,fear,think feel scared somewhat trepidatious nervous sad,1
i finished blogging i was feeling shaky and checked my level to see a,fear,finish blogge feel shaky check level,1
i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,fear,find reason m new area feel intimidate simple tool understand,1
i got to chat with rustie dean from my hometown moose jaw and everyone made me feel so welcomed and comfortable,joy,get chat rustie dean hometown moose jaw feel welcome comfortable,2
i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear,feel place post feel hesitant join aa force use insight people inside,1
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,anger,awhile start feel irritated annoy time kid fill pant,0
i am currently feeling very aggravated,anger,currently feel aggravate,0
i came away from the experience feeling rather confused and it left a sour taste in my mouth,fear,come away experience feel confused leave sour taste mouth,1
i started feeling intimidated by the thought,fear,start feeling intimidate thought,1
i feel disgusted just looking at that number,anger,feel disgusted look number,0
i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,joy,feel virtuous go spin class drive way blackburn manual unsupervised sucessfully handbrake start,2
this happened when i could not get into the school i had initially wanted,anger,happen school initially want,0
i feel that i can answer in a completely un sarcastic way,anger,feel answer completely un sarcastic way,0
i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,joy,wake feel incredibly content amp optimistic today wake terrible cold complete lack energy,2
i feel very agitated just sitting here,fear,feel agitated sit,1
i am feeling shaky and weak,fear,feel shaky weak,1
i feel a tranquil and eloquent charm his praise array delights me thought of legard but he loved me not,joy,feel tranquil eloquent charm praise array delight think legard love,2
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,fear,don t know feel like love m start scared don t actually love,1
i want to say that i feel as though i dont play a really vital role in anyones life with the exception of one friend,joy,want feel not play vital role anyone life exception friend,2
i am new to this so feels kind of strange but i will push through it,fear,new feel kind strange push,1
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,anger,feel pretty tortured work job inspiration strike m work,0
i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo,joy,feel special fun lol amvassago not stop laugh read beefy amkris toshibalol amit epic word beef cake amvassago nooo,2
im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,anger,m feel pissed aac feel kind miserable frustrated life week,0
ive clawed time back and i still feel strong,joy,ve claw time feel strong,2
i also chat when i feel frustrated with guys but now i think about my future husband,anger,chat feel frustrated guy think future husband,0
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear,feel apprehensive meet new particularly group situation sign hope ll find courage time come round far,1
i feel each time one of my posts gets massively downvoted pagetitle rugmi popular images of the now,joy,feel time post get massively downvoted pagetitle rugmi popular image,2
i noticed earlier not involved in the group s turn to speak in front of the class and you could feel how nervous he was,fear,notice early involve group s turn speak class feel nervous,1
i feel tortured by something,anger,feel torture,0
i am wondering if i am feeling brave enough to make them for gifts,joy,wonder feel brave gift,2
i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,joy,know place break heart thick layer moss encase thick shell muffle sharp feeling pleasant painful,2
i did wake up feeling pretty energetic so thats a positive anyway,joy,wake feel pretty energetic s positive,2
i did feel unsure about it but thanks to l a lot of people liked it,fear,feel unsure thank l lot people like,1
i feel contented small old rich tired and happy,joy,feel contented small old rich tired happy,2
i am appalled that i feel violent toward another human being,anger,appal feel violent human,0
i feel paranoid because nobody is saying anything,fear,feel paranoid say,1
i feel so strongly and passionate about so hearing that just made my heart sink,joy,feel strongly passionate hear heart sink,2
i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger,feel petty immature not want cheat greg end break fight stupid little thing,0
i feel like a snow globe that has been all shaken up and i m still waiting for the dust to settle,fear,feel like snow globe shake m wait dust settle,1
i think i am feeling a little rebellious as i am getting older and i like it,anger,think feel little rebellious get old like,0
i love lots of different kinds of sports and love hanging out with my friends in my free time i also have an unhealthy up session with greys anatomy im feeling ecstatic about being in ty,joy,love lot different kind sport love hang friend free time unhealthy session greys anatomy m feel ecstatic ty,2
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,anger,m sure person complex set reason leave chalk reason feel like hate academia probably little simple,0
i don t always feel joyful and i quite often throw prayer out the window,joy,don t feel joyful throw prayer window,2
i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,joy,guess m feel generous today decide offer fabulous deal popular print moment,2
i feel like i enter his class petrified that im going to do or say something that will make him think less of me,fear,feel like enter class petrify m go think,1
i feel like i m watching another copy of my beloved son created for the english speaking world being wonderful clever and delightful in new and different ways,joy,feel like m watch copy beloved son create english speak world wonderful clever delightful new different way,2
im feeling rather pleased with myself tonight because i did that,joy,m feel pleased tonight,2
i just didnt feel like taking her bitchy attitude,anger,not feel like take bitchy attitude,0
i feel a little bit brave,joy,feel little bit brave,2
i now feel everythings been resolved were psychically galvanised and prepared to wrestle the world to the ground,joy,feel everything resolve psychically galvanise prepare wrestle world ground,2
i hope i would be able to understand and not make my friend feel pressured into doing anything they did not want to do,fear,hope able understand friend feel pressure want,1
i feel excited about what im doing again i feel like i have a ton of catching up to do,joy,feel excited m feel like ton catch,2
i needed to get all that out of my head and onto a screen where i can come and reread it later to see that while we have numerous blessings there are some challenges and that its okay for me to feel overwhelmed at times,fear,need head screen come reread later numerous blessing challenge okay feel overwhelmed time,1
i am feeling quite smug,joy,feel smug,2
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,anger,feel frustrated easy day remember blessing research learn trial error hard win success patience far well garden long run,0
i feel fine e terminando com eight days a week um ano depois,joy,feel fine e terminando com day week um ano depois,2
i know is that afterward i feel a hell of a lot more mellow amp relaxed merely by laughing and the stress of being down in the dumps just melts away,joy,know afterward feel hell lot mellow amp relaxed merely laugh stress dump melt away,2
i feel honoured and humbled cos hes a legend and one i still look up to,joy,feel honoured humble cos s legend look,2
i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger,begin feel agitated want buy ewan food medicine leave,0
i am feeling pretty shaky and sad,fear,feel pretty shaky sad,1
i kind of feel like i should be investing in a how to internet for dummies type book but im really not bothered by my status as an internet pariah,anger,kind feel like invest internet dummy type book m bother status internet pariah,0
i feel fine which is good enough on a sunday evening,joy,feel fine good sunday evening,2
ive always been a giver not a taker i feel selfish in considering this idea,anger,ve giver taker feel selfish consider idea,0
i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,fear,feeling little girl go arrive soon feel unsure actually happen,1
i feel resentful toward my wife when weeks go by without sex,anger,feel resentful wife week sex,0
i woke up emotionally drained and anxious and immediately my defenses rise and i feel irritated that this is my story my life,anger,wake emotionally drain anxious immediately defense rise feel irritated story life,0
i feel with the capacity of a producer and an actor someone like david would be far more accepted when he comes onscreen and shows boxing in a different light,joy,feel capacity producer actor like david far accept come onscreen show box different light,2
i feel the most uncertain about the project,fear,feel uncertain project,1
i was trying to determine why i feel so reluctant to actually post what ive written when i finally realized its because i cannot pass something off as a cute idea i had or as a response to something someone could be experiencing,fear,try determine feel reluctant actually post ve write finally realize pass cute idea response experience,1
i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,anger,learn step proud admit yes feel annoyed yes tell,0
i have been feeling agitated about lately,anger,feel agitated lately,0
i think i would have been feeling less grumpy if i hadnt been up and down throughout the night or my lungs deciding that even though i wasnt that unwell it felt as though something was sitting on my chest and flattened me,anger,think feel grumpy not night lung decide not unwell feel sit chest flatten,0
i will continue to struggle with experiencing normal feelings and the sense theyre chipping away at precious time,joy,continue struggle experience normal feeling sense chip away precious time,2
i have begun to feel irrationally resentful and angry towards people,anger,begin feel irrationally resentful angry people,0
i suppose thats wonderful because it means that they can learn so much so quickly and also make me feel like an idiot much the way i did to my parents when they couldnt figure out how to leave an outgoing message on the answering machine,joy,suppose s wonderful mean learn quickly feel like idiot way parent not figure leave outgoing message answering machine,2
i feel just as determined as ever if not more,joy,feel determined,2
i start to feel happy and then i think of how lonely my cat feels,joy,start feel happy think lonely cat feel,2
i aint feeling it this is where been carefree deffinately is worrying in its self,joy,be not feel carefree deffinately worry self,2
i feel stunningly elegant tonight darling,joy,feel stunningly elegant tonight darling,2
i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,joy,not want wax draw need unibrow maybe rid spare hair creep eyelid m feel brave,2
i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,anger,feel highly frustrated work long day want home shower eat snack listen music,0
i feel privileged to be amongst this new culture and learn new things,joy,feel privileged new culture learn new thing,2
i would feel terrified for them and enjoy this movie a little better,fear,feel terrified enjoy movie little well,1
i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,joy,feel thrilled presence eye feel belief peace sincerity,2
im feeling the moxie fab love cath script src http www,joy,m feel moxie fab love cath script src http www,2
im feeling lucky width li style border px list style outside margin px px,joy,m feel lucky width li style border px list style outside margin px px,2
im so excited but at the same time i feel a little nervous,fear,m excited time feel little nervous,1
i feel like throughout my life to this point in time i can say that ive fucked quite a few people,anger,feel like life point time ve fuck people,0
i feel uncertain of how i can keep my personal development of fitness and health going in the right direction,fear,feel uncertain personal development fitness health go right direction,1
i still feel it does the genre a disservice when stories are resolved artifically,joy,feel genre disservice story resolve artifically,2
i feel petty jealousy or anger yesterday in the face of my wifes happiness and our decision to chaperone a trip with my sons school,anger,feel petty jealousy anger yesterday face wife happiness decision chaperone trip son school,0
i wasnt feeling mad at god or angry for him allowing this to happen to me i was just sad,anger,not feel mad god angry allow happen sad,0
i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility,anger,feel wonder dangerous place settle mentality enmayi bring possibility,0
i am feeling restless for some reason today,fear,feel restless reason today,1
i start to feel agitated inside,anger,start feel agitated inside,0
i could wear on a casual shopping trip to feel fabulous without even trying,joy,wear casual shopping trip feel fabulous try,2
im not emo ing no no no haha i am feeling happy instead for being able to meet up with them,joy,m emo ing haha feel happy instead able meet,2
